name,ASIN,Brand,Best_Sellers_Rank,Best_Sellers_Ranking_Fields,Product_Dimensions_inches,Item_Weight_pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_model_number,Batteries,Voltage,Series,National_Stock_Number,Chipset_Brand,Batteries_Required,Wireless_Type,Standing_screen_display_size,Max_Screen_Resolution,Part_Number,Item_Package_Quantity,Color,Number_of_USB_2point0_Ports,Number_of_USB_3point0_Ports,Computer_Memory_Type,Average_Battery_Life_in_hours,Processor_Count
"Lenovo GX30M39704 300 - Mouse - Right And Left-Handed - Wired - Usb - For 320 Touch-15, 320-14, 320-17, 520-22, 520-24, 520-27, 720-18, Legion Y520-15, V110-15 black",B073BRXPZX,Lenovo,252,Computer,4.39 x 1.33 x 2.45,0.128,2017-06-26,No,GX30M39704,,,,,,,,,,,,Black,,,,,
"Left-Handed Mouse, Jelly Comb Wireless 2.4GHz Left Hand Ergonomic Vertical Mouse with USB Receiver, Sensitive and Quiet Click MV09E",B07Q7G5ML6,,313,Computer,4.3 x 2.6 x 2.2,0.384,2019-03-27,,MV09E,,,,,,,,,,,,,,,,,
"RGB 89 Keys Gaming Keyboard and Colorful Mouse Combo,USB Wired LED Backlight Gaming Keyboard and Mouse Set for Laptop PC Computer Game and Work,Right Numeric Keys,Letter Glow",B08FDCH6MT,,3508,Video,15.75 x 6.3 x 3.15,2.2,2019-11-03,,,,,,,,,,,,,,,,,,,
"Mouse Pad,Upgraded Mouse Pad with Durable Stitched Edge,11.8""x9.8""x0.12"" 30% Larger Big Gaming Black Mouse pad,Non-Slip Rubber Base Waterproof Mouse Pad for Gaming,Laptop,Computer, Office,Home, Black",B088GYHSRX,,33707,Office,11.81 x 9.84 x 0.12,0.6144,2020-08-18,,Mouse Pad,,,,,,,,,,,,,,,,,
"YOOMAS Mouse Pad Marble Design with Non-Slip Rubber Base with Skin-Friendly Stitched Edges, Micro-Textured Mouse Pad for Gaming, Laptops, Office & Home, 9.5 x 7.9 Inch - White/Gold",B08NX29DTK,,11604,Office,10.2 x 8.82 x 0.67 ,1.01,2020-11-20,,,,,,,,,,,,,,,,,,,
"Ergonomic Mouse Pad Wrist Rests Support, Non Slip Mousepads with Gel Cushion Wrist Support,iVeze Comfortable Durable Mouse Pads for Home Office Efficient Working Easy Typing & Pain Relief (Galaxy)",B0816CVB2T,IVeze,5555,Office,11.38 x 8.7 x 1.1 ,0.7040000000000001,2019-11-07,,,,,,,,,,,,,,Galaxy,,,,,
"VicTsing Bluetooth Mouse for Laptop, Computer Mouse with Silent Click & Metal Scroll Wheel & 5 Levels DPI, Ultra Slim Portable Computer Mice for Notebook PC Computer Android Windows Mac",B082WRHKLT,VicTsing,508,Computer,4.41 x 2.56 x 1.38,0.44,2019-12-18,,AV121911,,,,,,,,,,,,Gray,,,,,
"Wireless Keyboard and Mouse, Jelly Comb 2.4G Ultra Slim Wireless Keyboard Mouse Combo with 12 Multi-Media Keys and Auto Sleep for Windows/Computer/PC/Laptop/Desktop-Black and Red",B08K91L4F8,,220,Computer,17 x 5 x 1.2,1.25,2020-09-28,,,,,,,,,,,,,,,,,,,
"OMOTON iPad Keyboard and Mouse, Bluetooth Keyboard and Mouse(iPadOS 13 and Above) for iPad 8th/7th Generation10.2, iPad Air 4/3, iPad Pro 12.9/11, and Other Bluetooth Enabled Devices",B089M73SSX,,157,Computer,13.7 x 4.84 x 4.7,1.2,2020-05-09,,,,,,,,,,,,,,,,,,,
"Round Mouse Pad with Stitched Edge Premium-Textured Non-Slip Rubber Base Mouse Mat Mousepad for Office & Home, Black (8.0 x 8.0 x 0.12Inch)",B08BR8G1QP,TNY,16220,Office,7.9 x 7.9 x 0.3 ,0.3824,2020-06-24,,,,,,,,,,,,,,,,,,,
"J-Tech Digital Wired Ergonomic Vertical USB Mouse with Adjustable Sensitivity (600/1000/1600 DPI), Scroll Endurance, Removable Palm Rest & Thumb Buttons [V628]",B0759V6FZC,,1065,Video,3.9 x 3.74 x 5.83,1.536,2015-01-05,No,V628,,,,,,,,,,,,,,,,,
"NYF Baby Yo-Da Mouse Pad Rectangle Rubber Non-Slip Mouse Pad Personalized Gaming Mouse Pads for Laptop Computer 11.8"" x 9.8""",B08L5DQZBP,NYF,19717,Office,12.01 x 9.84 x 0.2,0.672,2020-10-13,,,,,,,,,,,,,,Baby Yo-da 2,,,,,
Mafiti Wired Gaming Keyboard Mouse Combo USB Backlit LED Keyboards RGB Mice 3200DPI Compatible with PC Laptop Desktop Computer for Business Office,B07H27CKQ1,,79,Computer,16.93 x 5.12 x 0.79,1.65,2018-11-21,No,RK101 -US -Mafiti,,,,,,,,,,,,,,,,,
"Logitech MX518 Gaming-Grade Optical Mouse PC Mouse, PC/Mac, 2 Ways",B07NDVF9V7,Logitech,2314,Video,2.84 x 4.72 x 1.71,1.12,2019-10-11,,910-005545,1 AA batteries required.,,MX518 Gaming-Grade Optical Mouse,,,,,,,,,,,,,,
Naruto Custom Mouse Pad Anime Mouse Mat Home Office Computer Gaming Mousepad,B08LPFJC81,Vaweyaw,9003,Office,11.85 x 11.18 x 1.14 ,2.1919999999999997,2020-10-23,,,,,,,,,,,,,,Black10,,,,,
"Macally USB Wired Keyboard and Mouse Combo Bundle - Simple & Easy to Use Ultra Slim Keyboard Mouse Combo - Compatible with Windows 10/8/7/Vista/Xp, etc. - Plug & Play",B07R853R1P,,137,Computer,17.8 x 9.3 x 1.5 ,1.8,2019-05-02,,DDKEYCOMBO,,,,,,,,,,,,,,,,,
"ZJFKSDYX MK87 Wireless RGB Mechanical Keyboard and Mouse-Support Charging (Blue Switch, Black)",B089FMTMFS,,7459,Video,17.44 x 6.38 x 2.01 ,2.54,2020-05-30,No,,,,,,,,,,,,,,,,,,
"YOOMAS Extra Large Mouse Pad/Office Desk Keyboard & Mouse Mat with Stitched Edges, Rubber Base & Marble Print, Desktop Mat for Gaming, Office & Home, 11.81 x 31.5 inches - White/Gold",B08NX2F9J6,,11604,Office,12.2 x 2.83 x 2.76 ,1.1,2020-11-20,,,,,,,,,,,,,,,,,,,
Logitech M325 Wireless Mouse for Web Scrolling - Black,B007T1CTDE,,359,Computer,3.73 x 1.54 x 2.24,0.5247999999999999,2012-03-22,No,910-002974,2 A batteries required. (included),,,,,,,,,,,,,,,,
"Extended Mega Size Custom Professional Gaming Mouse Pad - Anti Slip Rubber Base - Stitched Edges - Large Desk Mat - 48"" x 24"" x 0.16"" (Mega, All Black/No Logo)",B07P2N27WR,Warehouse 151.,4662,Office,24.25 x 4.35 x 3 ,3.29,2018-05-08,No,pbpad-LL1,,,,,,,,,,,,All Black,,,,,
Mouse Pad with Mine Funny Game Craft Pattern No-Slip Durable Gaming Mouse Mat Thickened Design Waterproof Stitched Edges and Rubber Base for Office Home Travel Use(11.8x9.8 inch),B08MC2R2VH,BeeMeng,26590,Office,11.57 x 9.8 x 0.39 ,0.9440000000000001,2020-10-31,,,,,,,,,,,,,,Style 6,,,,,
"Extended Gaming Mouse Pad, GIM Mouse Pad Large Size 3mm Thick Waterproof Mouse Mat Gaming Wide Long Functional Non-Slip Rubber Base and Black Edge (30.7 x 11.8 x 0.12 inches)-Red Edge",B072K7KPDH,,19770,Office,12.2 x 2.5 x 2 ,2.432,2017-06-09,No,L-R,,,,,,,,,,,,,,,,,
"RAGZAN Large RGB Gaming Mouse Pad Led Extended XXL Soft Mousepad with 14 Lighting Mode, Anti-Slip Rubber Base Computer Key Board Mouse Mat for PC Gamer/Laptop Gamer/Officer( 31.5×11.8 inches)",B087832MQM,,3950,Video,12.99 x 3.62 x 3.62 ,1.5,2020-04-18,,RZ-MP001,,,,,,,,,,,,,,,,,
"LeadsaiL Ergonomic Mouse Pad, Mini Mouse Pad with Gel Wrist Rest Support, Waterproof Mousepad, Non-Slip Rubber Base for Home Office Working Studying Easy Typing & Pain Relief (Rose)",B08KSBR2HS,LeadsaiL,16531,Office,9.96 x 8.98 x 1.14 ,0.672,2020-10-06,,,,,,,,,,,,,,Rose,,,,,
Amazon Basics Compact Ergonomic Wireless PC Mouse with Fast Scrolling - Blue,B0787BW96T,Amazon Basics,560,Computer,4.3 x 3 x 1.6,0.43520000000000003,2018-07-20,,GP7-BL,,,,,,,,,,,,Blue,,,,,
Cats Galore Mouse Pad,B00EIKR5YC,Mouse Pad,12014,Office,11.5 x 1.1 x 5.8,0.16,2013-08-13,Yes,dsrfty3,,,,,,,,,,,,Style 37,,,,,
"Non-Skid Rubber Pad Personalized Round Desktop Mousepad, Colorful Rainbow Moroccan Design",B01MQE1RKC,,12698,Office,7.8 x 7.8 x 0.87 ,0.512,,No,4328338834,,,,,,,,,,,,,,,,,
Mouse Pad for Baby Yo_da Waterproof Non-Slip Mouse Pads for Computers 9.8x12x0.12inch,B087PZF2YV,YANG,39405,Office,11.69 x 9.88 x 0.16 ,0.7040000000000001,2020-04-27,,MP-00004,,,,,,,,,,,,,,,,,
"RGB Extended Gaming Mouse pad,Large led Gaming Mouse pad with 14 Lighting Modes and 2 Brightness Levels,Non-Slip and Waterproof Soft Mouse mat Suitable for Gamer/e-Sport pros/Office",B0894BX1SC,,19681,Office,31.5 x 11.8 x 0.16,1.5,2020-05-25,,,,,,,,,,,,,,,,,,,
"Razer Atheris Ambidextrous Wireless Mouse: 7200 DPI Optical Sensor, 350 Hr Battery Life, USB Wireless Receiver & Bluetooth Connection, Mercury White",B07SJBXR65,Razer,1454,Video,3.9 x 2.44 x 1.34,0.384,2019-05-30,,RZ01-02170300-R3M1,,,,,,,,,,,,Mercury White,,,,,
"AtailorBird Round Mouse Pad, Waterproof PU Leather Dual-Sided Mat 8.66"" for Computers Home Office, Nude Pink&Silver",B07SBDFMB4,AtailorBird,4947,Office,8.66 x 8.66 x 0.08,0.2816,2019-05-23,,MP03,,,,,,,,,,,,Nude Pink&silver,,,,,
"Mouse Pad 12.6×10.8×0.08 inches Premium-Textured Non-Slip Rubber Base Mouse Mat Mousepad for Office & Home, Black (2 Pack)",B085611S5Q,TNY,28301,Office,12.9 x 11.8 x 0.4 ,1.536,2020-02-26,,MP-003,,,,,,,,,,,,2 Pack,,,,,
"Jelly Comb 2.4G Slim Wireless Mouse with Nano Receiver, Less Noise, Portable Mobile Optical Mice for Notebook, PC, Laptop, Computer, MacBook (Flamingo)",B07CGJ5LWN,,398,Computer,2.4 x 1.4 x 4.6,0.4,2016-11-04,No,8541645896,,,,,,,,,,,,,,,,,
"Rechargeable 2.4Ghz Wireless Gaming Mouse with USB Receiver,7 Colors Backlit for MacBook, Computer PC, Laptop (600Mah Lithium Battery) (White)",B07Q98T2S6,,9665,Video,5.12 x 3.15 x 1.5,0.768,2019-01-16,No,X70 White,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,
"Hard Mouse Pad,Ultra Thin Wood-Textured PU Leather Mouse Mat,Waterproof Non-Slip Rubber Base Mousepad for Office/Home/Gaming (Grey)",B08NJVK32X,,19309,Office,10.55 x 9.37 x 0.31 ,0.5632,2020-11-16,,,,,,,,,,,,,,,,,,,
Star Wars-Darth Vader Mouse Pad Office Mouse Pad Gaming Mouse Pad Mat Mouse Pad,B088TKJD96,Shuangyi,27228,Office,9.45 x 7.87 x 0.1,0.16,2017-07-24,No,KK-Mouse pad,,,,,,,,,,,,Black,,,,,
"Auhoahsil Mouse Pad, Square Marble Design Anti-Slip Rubber Mousepad with Durable Stitched Edges for Office Gaming Laptop Computer PC Men Women, Cute Customized Pattern, 9.8 x 9.8 Inch, Black Marble",B08JTB14D2,Auhoahsil,12887,Office,11.8 x 9.85 x 0.12,0.512,2020-09-23,,,,,,,,,,,,,,Black Crack Marble,,,,,
"Mouse Pad for Apple, 2-Pack, Metal Aluminum, Ultra-Quiet Moving, Non-Slip Rubber Bottom, Hard, Thin, Durable, Waterproof, Easy to Clean, Compatible with Other Brand Mouse, 8.7x7.1in, Silver",B0885RWYY6,,30842,Office,8.7 x 7.1 x 0.1,2.176,2020-05-06,,MPad-02,1 12V batteries required.,,,,,,,,,,,,,,,,
"3M Precise Mouse Pad with Repositionable Adhesive Back, Enhances the Precision of Optical Mice at Fast Speeds, 8.5"" x 7"", Bitmap (MP200PS)",B0017D5Z40,3M,7501,Office,7 x 8.5 x 0.06,0.1536,2006-04-18,No,MP200PS,,,,,,,,,,,,Bitmap,,,,,
"VicTsing Wireless Keyboard and Mouse [Whisper Quiet], 2.4G Wireless Keyboard Mouse Combo, Cordless Computer Keyboard and Silent Mouse, Nano USB Receiver for PC Laptop Chromebook Notebook Windows,Black",B082KB9T78,VicTsing,60,Computer,17.68 x 5.51 x 2.56,1.7,2019-12-09,,AV-1418,,,AV-1418,,,,,,,,,Black,,,,,
Lenovo Essential Wired Keyboard and Mouse Combo - US English,B01MQHUV8O,Lenovo,228,Computer,20 x 7 x 2,1.95,2016-12-08,No,4X30L79883,,,Lenovo Authenticity Sealed Essential Wired Combo Keyboard and Mouse,,,,,,,,,Black,,,,,
"Rainbow Gaming Keyboard and Mouse Combo, MFTEK Wired RGB Backlit Gaming Keyboard and 4 Color Lighted Gaming Mouse Set with Mouse Pad for Computer PC Gamer Laptop Work",B08BHPWC97,,2325,Video,17.4 x 6.77 x 6.61 ,2.42,2020-06-19,,,,,,,,,,,,,,,,,,,
"2.4G Wireless Mouse, Jewaytec Mute Wireless Mouse Ergonomic Shape Mice 3 Adjustable DPI Levels Portable Mobile Optical Mouse with USB Receiver for Notebook, PC, Laptop, Computer",B088H5HDPJ,,630,Computer,4.8 x 3.5 x 1.75 ,0.6368,2020-05-12,,,,,,,,,,,,,,,,,,,
"Car Mouse Pad for Car Shaped Mouse - Car / Motorcycle Mousepad, Auto Industry Mousepad",B07MP2CG7K,,15751,Office,9.13 x 8.54 x 0.28 ,0.2816,2018-12-28,No,8541650581,,,,,,,,,,,,,,,,,
"Bluetooth Mouse, JOYACCESS Wireless Mouse Support 3 Devices (Bluetooth 3.0 + Bluetooth 5.0 + USB) 2.4GHz Wireless Bluetooth Mouse for Laptop iPad Computer MacBook Windows/Mac/Android White",B08R61RM7X,,2358,Computer,21.06 x 14.56 x 10.62 ,22.5,2020-12-22,,,,,,,,,,,,,,,,,,,
"Nulaxy Vertical Mouse, 2.4G Wireless Mouse with 3 Adjustable DPI(800 / 1200 /1600), Ergonomic Optical Mouse with 6 Buttons for Computer, Laptop, PC, iPad, Desktop, MacBook Black",B07H184VD4,Nulaxy,573,Computer,4.65 x 2.64 x 2.91,0.736,2018-08-31,No,ML13,,,,,,,,,,,,Black,,,,,
"Wireless Computer Mouse for Laptop Chromebook, 2.4GHz Cordless Mouse with USB Nano Receiver, Adjustable DPI Portable Ergonomic Mouse for PC, Black Wireless Mice with 1 Wrapped AA Battery Include",B08D8Z92B3,,1024,Computer,3.93 x 2.36 x 1.5,0.39520000000000005,2020-07-18,No,E-1060,1 AA batteries required. (included),,,,,,,,,,,,,,,,
"Multi-Device Bluetooth Keyboard and Mouse, Jelly Comb Rechargeable Dual-Mode(Bluetooth 4.0 + USB) Wireless Keyboard and Mouse Combo, for Windows 8 or 10+/ Android 5.0+/ Mac OS 10.10+/ iOS 10.13.4 +",B085ZQ417L,,29,Computer,17.32 x 5.2 x 1.73 ,1.59,2020-03-17,,,2 CR2 batteries required. (included),,,,,,,,,,,,,,,,
"Computer Wireless Mouse, 2.4G Noiseless Mouse with USB Receiver, Cordless Mouse for Laptop Notebook PC with Windows System (Black)",B088PJJY11,,822,Computer,3.85 x 2.24 x 1.49,0.256,2020-05-16,,YSX-003,,,,,,,,,,,,,,,,,
Rukario White RGB Gaming Mouse Pad | Waterproof | Non-Slip Rubber Base | 15 Lighting Modes | Extra Large Mousepad 31.5 x 11.8 inches | XL XXL Computer Desk Mat | Glowing LED Extended Mousepads,B08D2FJHWF,,11552,Office,12.6 x 4.06 x 3.82 ,1.38,2020-07-15,,,,,,,,,,,,,,,,,,,
"Mouse Pad with Gel Wrist Rest Support Silicone Non-Slip Special-Textured Surface for Office, Gaming, Desktop, Computer, Laptop",B08BJL6CV9,,17212,Office,10.31 x 9.65 x 1.22 ,0.5632,2020-06-20,,,,,,,,,,,,,,,,,,,
"SteelSeries Rival 95 Optical Gaming Mouse - Black/PC Bang Premium Edition, Non LED Ver. of Rival 100",B075LY78QD,,4064,Video,1.97 x 3.54 x 5.71,0.688,2017-10-26,No,Rival 95,,,,,,,,,,,,,,,,,
"Mouse Pad with Wrist Support, Non Slip Mousepad Wrist Rest for Office, Computer, Laptop & Mac- Durable & Comfortable & Lightweight Ergonomic Support Mouse Mat (Pretty Marble-Wrist)",B08B3DMYB8,BOCHEERY,6865,Office,9 x 7.3 x 0.6 ,0.8959999999999999,2020-06-13,,,,,,,,,,,,,,Pretty Marble-wrist,,,,,
"RGB 87 Keys Gaming Keyboard and Backlit Mouse Combo,BlueFinger USB Wired Rainbow Keyboard,Gaming Keyboard Set for Laptop PC Computer Game and Work",B07R7P6WTF,,1808,Video,15.2 x 6.7 x 3.9 ,1.87,2018-11-13,No,B07R7P6WTF,,,,,,,,,,,,,,,,,
Wireless Mouse for MacBook Air Wireless Mouse for MacBook Pro Wireless Mouse for Laptop Mac Windows Desktop Computer iMac Chromebook (RED),B085TKQL8N,,659,Computer,4.4 x 3.1 x 1.8,0.608,2020-03-22,No,,1 AA batteries required.,,,,,,,,,,,,,,,,
Logitech Media Combo MK200 Full-Size Keyboard and High-Definition Optical Mouse,B003NR874S,,36,Computer,17.93 x 17.94 x 8.93,1.28,2010-05-23,No,920-002714,2 AA batteries required. (included),,,7025-01-540-9738,,,,,,,,,,,,,
"Cute Medium Mouse Pad Waterproof Mousepad for Computers, Laptop, Gaming, Office & Home, 7.5 x 9 in (#1)",B087C6FWM4,HAOGUAGUA,13470,Office,9.69 x 7.52 x 0.35 ,0.264,2020-04-20,,,,,,,,,,,,,,#1,,,,,
"Smooffly Gaming Mouse Pad Custom,Stay Positive Work Hard and Make It Happen Motivational Sign Inspirational Quote Mouse Pad Motivational Quotes for Work",B078ZCW8XM,Smooffly,12118,Office,9.5 x 7.87 x 0.12,0.512,2018-03-07,No,Smooffly-SM-12623,,,,,,,,,,,,Blue Black Ivory,,,,,
"Personalized Round Mouse Pad, Printed Leopard Pattern, Non-Slip Rubber Comfortable Customized Computer Mouse Pad (7.87x7.87inch)",B076XS7QXC,,8581,Office,7.87 x 7.87 x 0.08,0.2816,2017-05-22,No,8541655246,,,,,,,,,,,,,,,,,
"Anpollo Mouse Pad, Ergonomic Mouse Pad with Gel Wrist Rest Support, Gaming Mouse Pad with Lycra Cloth, Non-Slip PU Base for Computer, Laptop, Home, Office & Travel, Black",B078JMXNMB,Anpollo,12387,Office,9.84 x 9.06 x 0.98,1.12,2018-07-06,No,,,,,,,,,,,,,Black Wrist,,,,,
"Heated Computer Mouse Pad Hand Warmer: USB Hand Warmers for Computer | Removable Heating Element | 3 Temperatures/Time Limits | Roomy, Hand-Warming Mouse Pad for Men and Women",B082NYF73C,ValleyX,20002,Office,7.87 x 9.06 x 1.57,1.1520000000000001,2019-12-12,,,,,,,,,,,,,,Black,,,,,
"Mouse Pad with Wrist Support, Non Slip Mousepad Wrist Rest for Office, Computer, Laptop & Mac- Durable & Comfortable & Lightweight Ergonomic Support Mouse Mat (Baby Sloth -Wrist)",B07ZJJ5NDW,LESHIRY,8449,Office,8.75 x 7.5 x 0.7,0.768,2018-10-10,No,,,,,,,,,,,,,Baby Sloth -Wrist,,,,,
SKYPIA Flashing Light USB 3D Optical Wired Scroll Mice,B00YQXKL9M,SKYPIA,1300,Computer,3.15 x 2.36 x 1.57,0.33280000000000004,2015-06-03,No,Generic,,,,,,,,,,,,Black,,,,,
"OMOTON iPad Keyboard and Mouse Combo, Wireless Bluetooth Keyboard Mouse for iPad Pro 12.9/11, iPad 8th/7th Gen, iPad Air 4, All iPad (iPadOS 13 and Above), and Other Bluetooth Enabled Devices, White",B085Y6KGWM,,175,Computer,9.84 x 3.15 x 1.18,2.48,2020-03-16,,,,,,,,,,,,,,,,,,,
"Macally RF Wireless Computer Mouse with 3 Button, Scroll Wheel, 2.4ghz Dongle Receiver, Compatible with Windows PC, Apple MacBook Pro/Air, iMac, Mac Mini, Laptops (White)",B07FVF6N83,,418,Computer,4 x 2.5 x 1.6,0.2816,2018-07-23,No,RFQMOUSE,1 AA batteries required. (included),,,,,,,,,,,,,,,,
"Wireless Keyboard and Mouse for iPad (iPadOS 13 and Above), SPARIN Keyboard and Mouse Compatible with iPad 10.2 ( iPad 8th / 7th Generation) / iPad Air 4 / iPad Pro / iPad Mini, Silver White",B07XSKJQC9,,45,Computer,13.74 x 4.72 x 1.8,1.808,2019-09-12,,,2 AAA batteries required.,,,,,,,,,,,,,,,,
"Firsting Wireless Mouse, 2.4G Noiseless Mouse with USB Receiver - Portable Computer Mice for PC, Tablet, Laptop",B08MZRKQ7B,,602,Computer,4.45 x 2.6 x 1.73 ,0.3824,2020-11-04,,,,,,,,,,,,,,,,,,,
"Rechargeable Wireless Mouse, Jelly Comb [Upgrade] 2.4G Slim Noiseless Mouse with 3 Adjustable DPI for Laptop, Notebook,PC, Computer (Silver)",B07XDSX87W,,649,Computer,4.3 x 2.4 x 1.2,0.512,2019-09-03,,,,,,,,,,,,,,,,,,,
"LUXCOMS Extended Gaming Mouse Pad (31.5×15.75×0.12 Inch) Computer Keyboard Mousepad Mouse Mat, Water-Resistant, Non-Slip Base, Durable Stitched Edges,Mouse Mat for Gamer, Office & Home, Black (LST080)",B07PGNNJQJ,Luxcoms,5608,Office,31.5 x 15.75 x 0.12,1.25,2019-05-08,No,LUXCOMS-004,,,,,,,,,,,,Black1,,,,,
"Perixx PERIDUO-717 Wireless Standard Keyboard and Mouse Combo-Set with Big Print Letter, Black, US English Layout",B0881MF5MQ,Perixx,266,Computer,17.32 x 5.08 x 1.22,1.1,2020-05-04,,PD-717US-11424,,,PERIDUO-717 US,,,,,,,,,Black,,,,,
"Auhoahsil Mouse Pad, Square Skull Design Anti-Slip Rubber Mousepad with Durable Stitched Edge for Gaming Office Laptop Computer Men Women Kids, Cute Custom Pattern, 9.8 x 7.9 in, Funny Skull Gesture",B08JV21JNW,Auhoahsil,12626,Office,10.24 x 8.27 x 0.12 ,0.5648,2020-09-23,,,,,,,,,,,,,,Smile Skull It is Ok,,,,,
"GIM 10W Wireless Charger Extended RGB Mouse Pad, Non-Slip Rubber Base 10 Lighting Modes 4mm Ultra Thick for Samsung Galaxy S10/S9/S8 Plus Note 9/8 iPhone 8/X/XR/XS/11/11 Pro",B086JX377B,GIM,9868,Office,13.3 x 10.47 x 3.5 ,2.14,2020-03-30,,,,,,,,,,,,,,Wireless Charge,,,,,
Macally Wired USB Type C Mouse for Mac and Windows - Ambidextrous Design with Soft Click Buttons - USB C Mouse with 1200 DPI Sensor and 5ft Cable - Simple Corded Mouse USB C for Newer Gen Devices,B088NGQKRV,,705,Computer,7.09 x 4.29 x 1.89 ,0.672,2020-09-21,,,,,,,,,,,,,,,,,,,
"BKLNOG Sports Car Computer Mouse [Updated] with LED Headlights, 1600 DPI 2.4 GHz Wireless Mouse for PC & Mac, Red",B08JKL6NJJ,,1202,Computer,4.8 x 2.83 x 1.54 ,0.46240000000000003,2020-09-20,,H122-RD,,,,,,,,,,,,,,,,,
Logitech G Pro Wireless Gaming Mouse with Esports Grade Performance,B07GCKQD77,Logitech G,116,Video,1.57 x 2.5 x 4.92,0.4608,2018-08-13,No,910-005270,1 Lithium Polymer batteries required. (included),,Pro Wireless Gaming Mouse,,,,,,,,,Black,,,,,
ELECOM Wired 3D CAD Mouse No Scroll Wheel Concave Designed 3 Button BlueLED for Windows (M-CAD01UBBK),B07W5CXW6M,,1190,Computer,5.87 x 4.33 x 2.01 ,0.784,2019-12-27,,M-CAD01UBBK,,,,,,,,,,,,,,,,,
"RGB Gaming Mouse Pad, Soft Extra Large LED Mouse Pad with 15 Lighting Modes,Anime Dragon Mouse Pad Mat,Smooth Surface Waterproof Gamer Mouse Pad for Computer 31.5 X 12 Inch (Red)",B0835672G7,Moptmos,15612,Office,31.5 x 11.81 x 1.18,1.1,2019-03-19,,,,,,,,,,,,,,Red,,,,,
"Auhoahsil Mouse Pad, Square Marble Design Anti-Slip Rubber Mousepad with Stitched Edges for Office Gaming Laptop Computer Men Women, Pretty Customized Pattern, 9.8"" x 7.9"", Desktop White Ink Marble",B08JTQ8RS8,Auhoahsil,31829,Office,10.24 x 8.27 x 0.12 ,0.6368,2020-09-23,,,,,,,,,,,,,,White Ink Marble,,,,,
"Metal Aluminum Mouse Pad for Economic，Smooth Magic Ultra Thin Double Side Mouse Mat，Non-Slip Rubber Base Mousepad for Computer & PC and Office( Small Size 8.66×7.08 inches ,Silver)",B081SDSPQ5,Jahovans X,28517,Office,8.66 x 7.09 x 0.1,0.5632,2019-11-20,,,,,,,,,,,,,,Small Silver,,,,,
Macally Mini Keyboard and Mouse Combo for Mac and PC - Save Space and Enhance Workflow - Aluminum Compact Keyboard with 78 Slim Keys and (Quiet Click) Silent Mouse - Sleek USB Keyboard and Mouse Wired,B088KVBRYG,,416,Computer,14.57 x 6.54 x 1.54 ,2.48,2020-09-20,,SLIMKEYCACOMBO,,,,,,,,,,,,,,,,,
"SANWA Bluetooth Ergonomic Trackball Mouse, Optical Vertical Mice, Silent Noiseless Buttons, 600/800/1200/1600 Adjustable DPI, Compatible with MacBook, Windows, macOS, iPad, Android, iOS13, Chrome OS",B07TYBV5BT,,575,Computer,4.13 x 5.07 x 1.86,0.688,2019-07-08,No,GMABTTB130BK,2 AAA batteries required.,,,,,,,,,,,,,,,,
Macally USB Wireless Keyboard and Mouse Combo - 2.4Ghz Full Size Cordless Keyboard and DPI Optical Mouse - Designed for Windows PC with USB Port - Simple Plug & Play Mouse and Keyboard Combo - (Black),B08CHFKQN1,,113,Computer,17.4 x 8.9 x 1.8 ,1.7,2020-07-12,,RFJJKEYCOMBO,,,,,,,,,,,,,,,,,
"Mickey Mouse 40"" Giant Plush Minnie Mouse",B0190Q654Y,,15732,Office,22 x 12.97 x 9.43,2.91,,No,19282,,,,,,,,,,,,,,,,,
"31.5""x15.75""x.16"" HAE Premium Large XL Gaming Mouse Pad with Keyboard Wrist Support. 1"" Thick Memory Foam Wrist Rest. Waterproof Smooth Office and Gaming Mouse Pad with Stitched Edges.",B08GYC914F,Hyper AGR Enterprise,50645,Office,32.75 x 6.25 x 1.75 ,2.5,2020-08-29,,,,,,,,,,,,,,Black,,,,,
ROCCAT KONE Pure Ultra Gaming Mouse - White,B07Z33TFYD,ROCCAT,6894,Video,2.7 x 4.52 x 1.53,0.3728,2019-11-27,,ROC-11-731,,,,,,,,,,,,White,,,,,
"RGB Gaming Keyboard and Colorful Mouse Combo,USB Wired LED Backlight Gaming Mouse and Keyboard for Laptop PC Computer Gaming and Work,Letter Glow,Mechanical Feeling",B07YYHZRLK,,1354,Video,17.32 x 5.91 x 2.76,2.09,2019-10-10,,,,,,,,,,,,,,,,,,,
"Mouse Pad, Cherry Blossoms Mouse Pad, Sakura and Japan Mount Fuji Mouse Pad, Gaming Mouse Mat, Square Waterproof Mouse Pad Non-Slip Rubber Base MousePads for Office Home Laptop Travel",B08QJ1JKJZ,DUADELI,16044,Office,9.45 x 7.76 x 0.28 ,0.33280000000000004,2020-12-14,,,,,,,,,,,,,,Cherry Blossoms and Japan Mount Fuji,,,,,
"Perixx Perimice-719L, Left Handed Wireless Vertical Mouse, Portable Size for Laptops Computer, 3 Level DPI",B07SSD86LT,Perixx,671,Computer,4.5 x 2.64 x 2.28,0.4512,2019-06-06,,PM-719-11635,1 AA batteries required.,,,,,,,,,,,Black,,,,,
